Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Product_Base_Margin
Ord_1875,Prod_8,SHP_2575,Cust_662,189555,0.06,46,0.42
Ord_1876,Prod_15,SHP_2576,Cust_663,31661,0.01,1,0.56
Ord_1876,Prod_13,SHP_6076,Cust_1459,3386,0.05,12,0.56
Ord_1877,Prod_11,SHP_2577,Cust_664,541868,0.07,20,0.66
Ord_1878,Prod_15,SHP_2715,Cust_665,493399,0.01,41,
Ord_1878,Prod_3,SHP_2578,Cust_665,26937,0.05,48,0.39
Ord_1879,Prod_2,SHP_2580,Cust_666,1256931,0.01,47,0.59
Ord_1879,Prod_17,SHP_2579,Cust_666,733879,0.03,39,0.37
Ord_1879,Prod_5,SHP_2579,Cust_1487,9573,0,41,0.43
Ord_188,Prod_14,SHP_253,Cust_97,1738765,0.08,35,0.36
Ord_188,Prod_1,SHP_254,Cust_97,604022,0.05,44,
Ord_1880,Prod_6,SHP_2581,Cust_667,17795,0.09,27,0.37
Ord_1880,Prod_3,SHP_3046,Cust_872,9953,0.01,24,0.38
Ord_1881,Prod_1,SHP_2582,Cust_669,3816,0.01,2,0.71
Ord_1882,Prod_4,SHP_2584,Cust_670,108987,0.06,10,0.56
Ord_1882,Prod_8,SHP_2583,Cust_670,83152,0.07,25,0.43
Ord_1882,Prod_3,SHP_3051,Cust_875,1213,0.05,21,0.04
Ord_1883,Prod_2,SHP_2585,Cust_663,106879,0.07,14,0.54
Ord_1883,Prod_6,SHP_4119,Cust_1095,28713,0,46,0.36
Ord_1884,Prod_5,SHP_2586,Cust_671,201214,0.07,49,0.57
Ord_1885,Prod_3,SHP_2588,Cust_673,29524,0.08,49,0.39
Ord_1886,Prod_17,SHP_2725,Cust_674,87954,0.09,40,0.38
Ord_1886,Prod_15,SHP_2589,Cust_674,48127,0.02,4,0.69
Ord_1887,Prod_8,SHP_2591,Cust_675,51107,0.01,46,0.64
Ord_1887,Prod_8,SHP_2590,Cust_1505,33734,0.06,9,0.54
Ord_1887,Prod_3,SHP_2590,Cust_675,22681,0.05,16,0.38
Ord_1888,Prod_4,SHP_2593,Cust_677,23182135,0.07,44,0.56
Ord_1888,Prod_6,SHP_2997,Cust_830,12122021,0.03,2,0.36
Ord_1888,Prod_8,SHP_3063,Cust_830,113644,0.09,30,0.64
Ord_1889,Prod_15,SHP_2595,Cust_679,540375,0.08,16,0.64
Ord_189,Prod_3,SHP_255,Cust_97,69159,0.03,17,0.35
Ord_189,Prod_12,SHP_255,Cust_97,3452,0.01,45,0.38
Ord_1890,Prod_10,SHP_4123,Cust_1098,830519,0.04,33,0.56
Ord_1890,Prod_9,SHP_2596,Cust_681,30562,0.01,36,0.38
Ord_1890,Prod_12,SHP_2596,Cust_880,25105,0.01,36,0.38
Ord_1891,Prod_13,SHP_2597,Cust_682,15787,0,46,0.56
Ord_1892,Prod_1,SHP_2598,Cust_683,166086,0.04,4,0.57
Ord_1893,Prod_3,SHP_2599,Cust_684,906244,0.05,22,0.35
Ord_1893,Prod_3,SHP_2599,Cust_684,166257,0.01,49,0.35
Ord_1894,Prod_8,SHP_4106,Cust_568,97235,0.05,31,0.75
Ord_1894,Prod_3,SHP_3076,Cust_838,23129,0.09,47,0.36
Ord_1894,Prod_1,SHP_2600,Cust_685,17333,0.09,3,0.81
Ord_1895,Prod_4,SHP_2601,Cust_686,243355,0.05,23,0.57
Ord_1896,Prod_3,SHP_2602,Cust_688,7844,0.09,14,0.39
Ord_1897,Prod_13,SHP_3081,Cust_864,120013,0.09,46,0.57
Ord_1897,Prod_9,SHP_2603,Cust_689,22943,0.08,28,0.38
Ord_1898,Prod_15,SHP_2738,Cust_690,142521,0.01,9,0.62
Ord_1898,Prod_7,SHP_2604,Cust_690,12313,0.05,36,0.04
Ord_1899,Prod_4,SHP_2605,Cust_691,2172515,0.06,15,0.57
Ord_19,Prod_14,SHP_26,Cust_14,1202823,0.01,25,0.38
Ord_190,Prod_4,SHP_256,Cust_85,19550765,0.06,36,0.55
Ord_1900,Prod_4,SHP_2606,Cust_887,1319421,0.07,10,0.06
Ord_1900,Prod_1,SHP_2606,Cust_692,216027,0.09,28,0.81
Ord_1900,Prod_1,SHP_2606,Cust_887,55093,0.01,33,0.59
Ord_1900,Prod_3,SHP_3083,Cust_887,16922,0.05,28,0.39
Ord_1901,Prod_13,SHP_2607,Cust_693,13442,0.05,46,0.55
Ord_1902,Prod_4,SHP_2745,Cust_682,728127,0.02,41,0.58
Ord_1902,Prod_3,SHP_2608,Cust_682,1497,0.05,26,0.37
Ord_1903,Prod_4,SHP_2609,Cust_685,2846735,0.04,5,0.56
Ord_1903,Prod_16,SHP_4128,Cust_568,37201,0.07,45,0.55
Ord_1904,Prod_2,SHP_2610,Cust_695,75171,0.09,6,0.55
Ord_1904,Prod_9,SHP_2610,Cust_1526,47187,0.05,43,0.36
Ord_1904,Prod_5,SHP_6259,Cust_1526,5396,0.06,39,0.43
Ord_1905,Prod_4,SHP_2611,Cust_681,5311973,0.02,35,0.57
Ord_1905,Prod_4,SHP_2612,Cust_681,1061905,0.06,19,0.56
Ord_1905,Prod_8,SHP_2611,Cust_681,163104,0,48,0.45
Ord_1905,Prod_3,SHP_2611,Cust_681,21462,0.05,49,0.35
Ord_1906,Prod_5,SHP_2751,Cust_696,19411,0.03,8,0.44
Ord_1906,Prod_17,SHP_2613,Cust_696,18332,0.04,11,0.49
Ord_1907,Prod_17,SHP_4129,Cust_1102,221596,0,18,0.39
Ord_1907,Prod_6,SHP_2614,Cust_697,9866,0.01,5,0.37
Ord_1908,Prod_13,SHP_2615,Cust_698,12326,0.02,38,0.41
Ord_1909,Prod_5,SHP_2616,Cust_696,106034,0.04,42,0.62
Ord_1909,Prod_14,SHP_2616,Cust_696,23611,0.01,5,0.38
Ord_1909,Prod_1,SHP_2752,Cust_696,16753,0.03,11,0.57
Ord_191,Prod_6,SHP_257,Cust_72,21793,0.03,27,0.36
Ord_1910,Prod_5,SHP_2617,Cust_699,201146,0.01,48,0.76
Ord_1910,Prod_12,SHP_3096,Cust_891,11079,0.05,39,0.38
Ord_1910,Prod_8,SHP_3095,Cust_891,5872,0.08,29,0.48
Ord_1911,Prod_13,SHP_2618,Cust_700,8732,0.08,31,0.58
Ord_1912,Prod_8,SHP_2619,Cust_679,7755,0,33,0.55
Ord_1913,Prod_6,SHP_2620,Cust_685,32991,0.04,50,0.37
Ord_1914,Prod_17,SHP_2622,Cust_701,79458,0.09,1,0.04
Ord_1915,Prod_6,SHP_2623,Cust_702,98095,0.02,41,0.39
Ord_1916,Prod_7,SHP_2628,Cust_705,16022021,0.09,9,0.52
Ord_1916,Prod_3,SHP_2627,Cust_705,14127,0.08,6,0.37
Ord_1916,Prod_13,SHP_2628,Cust_1070,2428,0.07,42,0.38
Ord_1917,Prod_13,SHP_2629,Cust_661,20264,0.03,47,0.57
Ord_1917,Prod_3,SHP_4134,Cust_1107,17926,0.01,16,0.38
Ord_1918,Prod_1,SHP_2630,Cust_678,507234,0.06,36,0.73
Ord_1918,Prod_1,SHP_4137,Cust_1108,26008,0.01,23,0.58
Ord_1919,Prod_12,SHP_2631,Cust_701,4563,0.02,12,0.38
Ord_192,Prod_5,SHP_258,Cust_58,25476,0.06,6,0.57
Ord_1920,Prod_5,SHP_2632,Cust_706,368538,0,21,0.75
Ord_1920,Prod_17,SHP_3108,Cust_852,203298,0,19,0.36
Ord_1921,Prod_4,SHP_3113,Cust_838,31362025,0.07,18,0.56
Ord_1921,Prod_8,SHP_2633,Cust_685,109011,0.08,21,0.62
Ord_1922,Prod_4,SHP_2634,Cust_669,605625,0.02,2,0.55
Ord_1923,Prod_9,SHP_2635,Cust_666,6747,0.03,23,0.36
Ord_1924,Prod_5,SHP_2636,Cust_707,31527,0.08,3,0.65
Ord_1924,Prod_13,SHP_2636,Cust_858,8264,0.01,12,0.47
Ord_1925,Prod_6,SHP_2637,Cust_708,4659,0.05,38,0.38
Ord_1926,Prod_5,SHP_2638,Cust_700,74205,0.05,50,0.58
Ord_1927,Prod_2,SHP_2640,Cust_710,318677,0.09,42,0.54
Ord_1928,Prod_11,SHP_4145,Cust_1087,121624,0,8,0.76
Ord_1928,Prod_8,SHP_2642,Cust_711,93407,0.07,23,0.55
Ord_1928,Prod_4,SHP_4111,Cust_1087,65467,0.06,1,0.58
Ord_1929,Prod_15,SHP_2779,Cust_712,536946,0.07,19,0.78
Ord_1929,Prod_8,SHP_2643,Cust_712,17508,0.07,35,0.79
Ord_193,Prod_15,SHP_259,Cust_99,680666,0,21,0.57
Ord_193,Prod_15,SHP_260,Cust_99,89161,0.01,3,0.56
Ord_193,Prod_8,SHP_261,Cust_99,16504,0.03,5,0.74
Ord_1930,Prod_15,SHP_3133,Cust_889,161951,0.05,13,0.74
Ord_1930,Prod_1,SHP_2644,Cust_713,29007,0.07,18,0.81
Ord_1930,Prod_6,SHP_2645,Cust_713,19681,0.06,31,0.36
Ord_1931,Prod_17,SHP_2646,Cust_714,453134,0.08,20,0.57
Ord_1931,Prod_2,SHP_2647,Cust_714,26294,0.06,18,0.52
Ord_1931,Prod_6,SHP_3136,Cust_902,21687,0.03,18,0.36
Ord_1931,Prod_5,SHP_3135,Cust_902,13817,0.05,29,0.49
Ord_1931,Prod_5,SHP_2647,Cust_714,5745,0.02,44,0.73
Ord_1932,Prod_4,SHP_2648,Cust_715,462366,0.01,27,0.81
Ord_1932,Prod_13,SHP_2648,Cust_715,33648,0.09,14,0.56
Ord_1933,Prod_1,SHP_2649,Cust_707,6957,0.05,8,0.59
Ord_1934,Prod_6,SHP_2650,Cust_716,4573,0,8,0.38
Ord_1935,Prod_2,SHP_2651,Cust_680,5844,0.05,4,0.59
Ord_1936,Prod_4,SHP_3147,Cust_906,2172702,0.01,21,0.57
Ord_1936,Prod_2,SHP_2653,Cust_700,286944,0.08,50,0.57
Ord_1937,Prod_12,SHP_2654,Cust_718,18308,0.01,49,0.38
Ord_1937,Prod_13,SHP_3149,Cust_907,3674,0.09,14,0.59
Ord_1938,Prod_9,SHP_2655,Cust_718,2579,0,28,0.38
Ord_1939,Prod_8,SHP_2656,Cust_701,90181,0.02,18,0.41
Ord_194,Prod_1,SHP_262,Cust_67,78901,0.07,2,0.57
Ord_1940,Prod_4,SHP_2657,Cust_719,6231265,0.09,38,0.57
Ord_1940,Prod_6,SHP_2787,Cust_719,6425,0.07,5,0.38
Ord_1940,Prod_3,SHP_2786,Cust_719,6262,0.01,15,0.04
Ord_1941,Prod_1,SHP_2658,Cust_696,265123,0.09,27,0.82
Ord_1942,Prod_9,SHP_2660,Cust_713,138669,0.05,15,0.04
Ord_1942,Prod_5,SHP_2659,Cust_713,10756,0.01,17,0.37
Ord_1943,Prod_14,SHP_2661,Cust_720,681393,0.09,16,0.38
Ord_1943,Prod_6,SHP_3154,Cust_836,94476,0.03,46,0.37
Ord_1944,Prod_2,SHP_2662,Cust_721,4451,0.01,9,0.06
Ord_1945,Prod_17,SHP_2663,Cust_713,21829,0.09,23,0.39
Ord_1946,Prod_4,SHP_2793,Cust_697,1295502,0.01,22,0.59
Ord_1946,Prod_5,SHP_2664,Cust_697,155421,0.08,38,0.76
Ord_1947,Prod_17,SHP_5105,Cust_1296,515809,0.01,10,0.38
Ord_1947,Prod_3,SHP_2665,Cust_661,27342,0,7,0.37
Ord_1948,Prod_1,SHP_2669,Cust_710,38421,0.04,23,0.59
Ord_1949,Prod_6,SHP_2670,Cust_704,1101948,0,1,0.36
Ord_195,Prod_16,SHP_264,Cust_106,11032,0.09,31,0.83
Ord_195,Prod_5,SHP_263,Cust_106,9757,0.04,4,0.57
Ord_1950,Prod_5,SHP_3170,Cust_904,31507,0.02,21,0.46
Ord_1950,Prod_2,SHP_2671,Cust_695,1759,0.01,6,0.55
Ord_1951,Prod_5,SHP_2672,Cust_724,1111981,0.01,1,0.41
Ord_1951,Prod_8,SHP_2803,Cust_724,131687,0.02,23,0.62
Ord_1951,Prod_3,SHP_2802,Cust_724,1641,0.03,26,0.39
Ord_1952,Prod_4,SHP_3174,Cust_843,3064658,0.01,17,0.58
Ord_1952,Prod_3,SHP_3027,Cust_843,8447,0.06,23,0.38
Ord_1952,Prod_11,SHP_2673,Cust_696,4211,0.07,39,0.63
Ord_1952,Prod_3,SHP_4158,Cust_1122,1934,0.01,2,0.39
Ord_1953,Prod_3,SHP_2674,Cust_725,8999,0,18,0.36
Ord_1954,Prod_6,SHP_2675,Cust_726,343,0,50,0.37
Ord_1955,Prod_6,SHP_2676,Cust_723,16422,0.01,28,0.04
Ord_1955,Prod_6,SHP_2676,Cust_1090,13591,0.07,25,0.04
Ord_1956,Prod_6,SHP_2677,Cust_689,13278,0.09,18,0.37
Ord_1956,Prod_7,SHP_3177,Cust_864,312,0.09,28,0.38
Ord_1957,Prod_6,SHP_2679,Cust_693,8187,0.07,12,0.37
Ord_1958,Prod_5,SHP_2811,Cust_695,188218,0.09,19,0.65
Ord_1958,Prod_6,SHP_2680,Cust_695,16441,0,30,0.38
Ord_1959,Prod_8,SHP_2681,Cust_729,14414,0.05,15,0.43
Ord_1959,Prod_7,SHP_2682,Cust_729,3065,0.03,9,0.04
Ord_1959,Prod_13,SHP_2681,Cust_729,1032,0.02,23,0.56
Ord_196,Prod_1,SHP_267,Cust_75,214903,0.03,23,0.79
Ord_196,Prod_1,SHP_266,Cust_75,97195,0.09,34,0.07
Ord_196,Prod_2,SHP_265,Cust_75,32168,0.04,26,0.58
Ord_1960,Prod_3,SHP_2683,Cust_730,25983,0,40,0.39
Ord_1960,Prod_12,SHP_2812,Cust_730,884,0.08,19,0.36
Ord_1961,Prod_6,SHP_2685,Cust_728,22787,0.02,32,0.37
Ord_1961,Prod_3,SHP_2684,Cust_728,5728,0.02,14,0.38
Ord_1962,Prod_15,SHP_2686,Cust_731,585925,0.02,25,0.59
Ord_1963,Prod_11,SHP_2687,Cust_732,2662255,0.08,49,0.71
Ord_1964,Prod_5,SHP_2688,Cust_718,26052021,0.05,3,0.42
Ord_1965,Prod_3,SHP_2689,Cust_669,267,0.09,19,0.38
Ord_1966,Prod_3,SHP_2690,Cust_733,26575,0.06,25,0.36
Ord_1967,Prod_3,SHP_2691,Cust_734,16225,0.03,21,0.39
Ord_1968,Prod_16,SHP_2692,Cust_1623,57658,0.04,41,0.56
Ord_1968,Prod_13,SHP_2692,Cust_735,8571,0.08,26,0.52
Ord_1969,Prod_13,SHP_2693,Cust_712,10497,0.07,39,0.54
Ord_1969,Prod_13,SHP_4116,Cust_1093,1293,0.02,20,0.04
Ord_197,Prod_2,SHP_268,Cust_83,36713,0.04,12,0.52
Ord_197,Prod_8,SHP_269,Cust_83,17636,0.08,42,0.55
Ord_1970,Prod_4,SHP_2694,Cust_866,437478,0.02,24,0.83
Ord_1970,Prod_8,SHP_2694,Cust_736,18474,0,29,0.75
Ord_1971,Prod_3,SHP_2695,Cust_737,52676,0.07,3,0.39
Ord_1971,Prod_1,SHP_3185,Cust_919,326,0.03,2,0.57
Ord_1972,Prod_6,SHP_2696,Cust_920,80246,0.08,42,0.38
Ord_1972,Prod_1,SHP_2696,Cust_715,17699,0.05,18,
Ord_1973,Prod_10,SHP_2821,Cust_728,97952,0.01,17,0.61
Ord_1973,Prod_12,SHP_2698,Cust_728,12662,0.08,18,0.39
Ord_1974,Prod_17,SHP_3187,Cust_921,120702,0.03,13,0.36
Ord_1974,Prod_13,SHP_2699,Cust_739,11139,0.02,37,0.56
Ord_1975,Prod_7,SHP_2700,Cust_740,5432,0.09,16,0.37
Ord_1976,Prod_11,SHP_2701,Cust_741,218561,0.01,29,0.72
Ord_1977,Prod_13,SHP_2702,Cust_742,1841,0.04,48,0.52
Ord_1977,Prod_13,SHP_4170,Cust_1129,382,0.07,16,0.38
Ord_1978,Prod_1,SHP_2704,Cust_725,213863,0.01,14,0.56
Ord_1978,Prod_8,SHP_2825,Cust_725,159702,0.01,47,0.42
Ord_1978,Prod_15,SHP_3190,Cust_922,64727,0.08,5,0.74
Ord_1978,Prod_17,SHP_2703,Cust_725,25312,0.01,48,0.59
Ord_1979,Prod_6,SHP_2705,Cust_722,7604,0.04,12,0.36
Ord_1979,Prod_6,SHP_2705,Cust_923,2254,0.08,35,0.37
Ord_198,Prod_3,SHP_270,Cust_103,40317,0.02,14,0.38
Ord_1980,Prod_10,SHP_2706,Cust_924,2439116,0.04,28,0.62
Ord_1980,Prod_15,SHP_2706,Cust_743,440827,0.04,24,0.69
Ord_1980,Prod_5,SHP_3192,Cust_924,183794,0.02,18,0.35
Ord_1980,Prod_9,SHP_6735,Cust_1660,26213,0,43,0.35
Ord_1980,Prod_6,SHP_6736,Cust_1660,17312,0.01,24,0.37
Ord_1981,Prod_10,SHP_2707,Cust_744,401165,0.05,30,0.69
Ord_1981,Prod_4,SHP_3040,Cust_869,192814,0.03,27,0.06
Ord_1982,Prod_3,SHP_2708,Cust_821,21677,0.02,33,0.36
Ord_1982,Prod_1,SHP_2709,Cust_745,20136,0,7,0.78
Ord_1982,Prod_6,SHP_2708,Cust_745,15435,0,21,0.36
Ord_1983,Prod_4,SHP_2710,Cust_746,8841275,0.06,9,0.56
Ord_1984,Prod_6,SHP_2712,Cust_747,69273,0.01,16,0.36
Ord_1985,Prod_13,SHP_2713,Cust_748,2219,0.01,6,0.41
Ord_1986,Prod_8,SHP_2714,Cust_723,81589,0.01,43,0.68
Ord_1986,Prod_3,SHP_3045,Cust_856,3061,0.09,11,0.36
Ord_1987,Prod_12,SHP_2716,Cust_749,7293,0.01,23,0.37
Ord_1988,Prod_15,SHP_2717,Cust_684,253788,0.03,42,0.56
Ord_1989,Prod_10,SHP_2718,Cust_750,1926905,0,38,0.66
Ord_1989,Prod_1,SHP_3048,Cust_873,76312,0.03,21,0.06
Ord_199,Prod_1,SHP_272,Cust_107,45691,0.04,28,0.59
Ord_199,Prod_6,SHP_271,Cust_107,8997,0.02,15,0.39
Ord_1990,Prod_11,SHP_3558,Cust_1005,6746312,0.07,48,0.76
Ord_1990,Prod_9,SHP_2719,Cust_745,31138,0.06,26,0.35
Ord_1991,Prod_1,SHP_2720,Cust_872,206663,0.03,14,0.73
Ord_1991,Prod_8,SHP_6102,Cust_1495,90006,0.05,12,0.65
Ord_1991,Prod_13,SHP_2720,Cust_667,2472,0.06,8,0.58
Ord_1992,Prod_6,SHP_2721,Cust_749,11638,0.08,12,0.37
Ord_1993,Prod_11,SHP_2722,Cust_751,1492216,0.01,30,0.71
Ord_1994,Prod_2,SHP_2723,Cust_749,6277,0.01,1,0.56
Ord_1995,Prod_6,SHP_2724,Cust_702,24014,0.06,36,0.39
Ord_1996,Prod_11,SHP_2726,Cust_752,162094,0.01,4,0.06
Ord_1996,Prod_5,SHP_3058,Cust_1097,93695,0.03,26,0.55
Ord_1996,Prod_8,SHP_3058,Cust_853,29684,0.08,7,0.55
Ord_1997,Prod_15,SHP_2728,Cust_753,45479,0.01,45,0.58
Ord_1998,Prod_11,SHP_2729,Cust_754,4212752,0.06,18,0.76
Ord_1998,Prod_8,SHP_2995,Cust_828,100371,0.01,33,0.78
Ord_1999,Prod_10,SHP_4122,Cust_1502,264588,0.06,27,0.78
Ord_1999,Prod_15,SHP_4122,Cust_1099,257329,0.04,20,0.74
Ord_1999,Prod_3,SHP_2732,Cust_756,12717,0.01,23,0.39
Ord_2,Prod_2,SHP_2,Cust_2,1012302,0.07,49,0.58
Ord_2,Prod_3,SHP_3,Cust_2,24457,0.01,27,0.39
Ord_20,Prod_1,SHP_27,Cust_4,37048,0.04,28,0.59
Ord_200,Prod_3,SHP_273,Cust_42,24902,0.01,46,0.39
Ord_200,Prod_7,SHP_273,Cust_42,7849,0.03,41,0.52
Ord_2000,Prod_1,SHP_2733,Cust_659,254589,0.01,17,
Ord_2001,Prod_12,SHP_2734,Cust_757,10603,0.09,26,0.39
Ord_2002,Prod_10,SHP_3080,Cust_846,653248,0.01,38,0.66
Ord_2002,Prod_7,SHP_2735,Cust_711,6516,0.03,29,0.44
Ord_2002,Prod_5,SHP_2735,Cust_846,2419,0.05,41,0.55
Ord_2003,Prod_4,SHP_4107,Cust_1079,39880895,0.02,38,0.59
Ord_2003,Prod_4,SHP_2737,Cust_758,25145125,0.04,46,0.57
Ord_2003,Prod_15,SHP_3082,Cust_886,220245,0.01,7,0.06
Ord_2004,Prod_4,SHP_2739,Cust_758,24355135,0.08,24,0.59
Ord_2005,Prod_4,SHP_2740,Cust_703,5687435,0.05,19,0.39
Ord_2005,Prod_8,SHP_6229,Cust_1471,10687,0.04,27,0.74
Ord_2006,Prod_11,SHP_2741,Cust_759,250638,0.07,20,0.63
Ord_2007,Prod_15,SHP_2743,Cust_729,1407264,0.02,39,0.64
Ord_2007,Prod_2,SHP_2742,Cust_729,195943,0.09,49,0.56
Ord_2008,Prod_17,SHP_2744,Cust_723,554979,0.09,47,0.56
Ord_2009,Prod_4,SHP_2746,Cust_733,11182515,0.01,22,0.58
Ord_2009,Prod_2,SHP_2746,Cust_877,188382,0.08,43,0.59
Ord_2009,Prod_3,SHP_2747,Cust_733,6094,0.04,40,0.36
Ord_201,Prod_6,SHP_274,Cust_84,4072,0.01,4,0.37
Ord_201,Prod_7,SHP_275,Cust_84,1133,0.02,27,0.39
Ord_2010,Prod_8,SHP_2748,Cust_760,28258,0.01,36,0.52
Ord_2011,Prod_4,SHP_2750,Cust_756,3243175,0.03,10,0.85
Ord_2011,Prod_6,SHP_2749,Cust_756,615,0.09,16,0.35
Ord_2012,Prod_17,SHP_2753,Cust_755,75194,0.02,5,0.56
Ord_2013,Prod_8,SHP_2755,Cust_873,79024,0.09,24,0.75
Ord_2013,Prod_6,SHP_2755,Cust_750,20008,0.05,36,0.37
Ord_2014,Prod_5,SHP_2756,Cust_761,19346,0.09,33,0.46
Ord_2014,Prod_10,SHP_6312,Cust_1477,6803,0.03,46,0.65
Ord_2015,Prod_8,SHP_4131,Cust_1103,20912,0.05,34,0.75
Ord_2015,Prod_7,SHP_2757,Cust_762,14484,0,18,0.04
Ord_2016,Prod_8,SHP_2758,Cust_740,2496,0.01,13,0.51
Ord_2017,Prod_6,SHP_2759,Cust_763,25531,0.02,5,0.37
Ord_2017,Prod_6,SHP_3099,Cust_884,5085,0.09,14,0.39
Ord_2018,Prod_1,SHP_2761,Cust_681,184426,0.03,50,0.57
Ord_2019,Prod_11,SHP_2762,Cust_746,346728,0.06,20,0.76
Ord_202,Prod_17,SHP_276,Cust_105,121919,0.02,8,0.38
Ord_202,Prod_13,SHP_277,Cust_105,2868,0,15,0.56
Ord_2020,Prod_15,SHP_2763,Cust_690,589747,0,46,0.74
Ord_2020,Prod_2,SHP_3104,Cust_892,255012,0.01,40,0.56
Ord_2021,Prod_3,SHP_2764,Cust_711,415,0.07,1,0.35
Ord_2022,Prod_6,SHP_2765,Cust_685,123351,0.05,40,0.04
Ord_2023,Prod_8,SHP_2767,Cust_761,85634,0.06,30,0.51
Ord_2023,Prod_13,SHP_2767,Cust_844,23835,0,19,0.58
Ord_2024,Prod_9,SHP_2768,Cust_706,29062021,0.01,2,0.35
Ord_2025,Prod_4,SHP_2769,Cust_686,252654,0.04,46,0.55
Ord_2025,Prod_6,SHP_2769,Cust_897,16239,0.01,33,0.04
Ord_2026,Prod_4,SHP_2770,Cust_705,2062865,0.05,31,0.06
Ord_2026,Prod_11,SHP_3120,Cust_898,1336782,0,40,0.66
Ord_2027,Prod_1,SHP_2771,Cust_765,54529,0.07,24,0.72
Ord_2028,Prod_8,SHP_6400,Cust_1477,170153,0.01,37,0.44
Ord_2028,Prod_5,SHP_2774,Cust_761,23989,0.09,27,0.56
Ord_2028,Prod_3,SHP_6399,Cust_1477,3277,0.07,5,0.39
Ord_2029,Prod_11,SHP_2775,Cust_710,763448,0.05,6,0.71
Ord_203,Prod_2,SHP_278,Cust_46,354867,0.01,19,0.56
Ord_2030,Prod_3,SHP_2776,Cust_726,30613,0.09,50,0.39
Ord_2031,Prod_1,SHP_4144,Cust_1114,324909,0.01,44,0.83
Ord_2031,Prod_6,SHP_2777,Cust_665,12886,0.01,21,0.37
Ord_2032,Prod_13,SHP_6415,Cust_1566,14519,0.05,44,0.56
Ord_2032,Prod_13,SHP_2778,Cust_715,6411,0.09,24,0.59
Ord_2032,Prod_3,SHP_6414,Cust_1566,685,0.01,11,0.36
Ord_2033,Prod_6,SHP_2780,Cust_765,1112015,0.04,2,0.35
Ord_2033,Prod_8,SHP_2780,Cust_831,242725,0.01,25,0.52
Ord_2034,Prod_13,SHP_2781,Cust_830,24022021,0.08,6,0.57
Ord_2034,Prod_4,SHP_2781,Cust_677,524212,0.04,17,0.39
Ord_2035,Prod_11,SHP_2782,Cust_748,36753,0.03,23,0.76
Ord_2036,Prod_4,SHP_2783,Cust_683,10834015,0.02,19,0.56
Ord_2037,Prod_4,SHP_2784,Cust_767,32963,0.05,3,0.59
Ord_2038,Prod_3,SHP_2785,Cust_685,13945,0.02,23,0.39
Ord_2039,Prod_1,SHP_2788,Cust_763,261713,0,39,0.73
Ord_2039,Prod_8,SHP_4151,Cust_1117,16927,0.09,9,0.68
Ord_204,Prod_5,SHP_279,Cust_92,17878,0.02,8,0.46
Ord_2040,Prod_3,SHP_2789,Cust_717,1081949,0.06,1,0.35
Ord_2041,Prod_2,SHP_3023,Cust_1119,98126,0.09,16,0.59
Ord_2041,Prod_9,SHP_2791,Cust_768,6409,0.02,4,0.38
Ord_2041,Prod_12,SHP_3023,Cust_854,3641,0.09,14,0.39
Ord_2042,Prod_5,SHP_2792,Cust_696,220831,0.04,48,0.68
Ord_2042,Prod_6,SHP_3159,Cust_843,168369,0.02,33,0.37
Ord_2043,Prod_5,SHP_2794,Cust_700,87382,0.01,20,0.68
Ord_2043,Prod_1,SHP_3160,Cust_906,13043,0.03,9,0.59
Ord_2044,Prod_13,SHP_2795,Cust_769,1111957,0.01,6,0.56
Ord_2045,Prod_3,SHP_2796,Cust_681,144945,0.04,36,0.35
Ord_2045,Prod_15,SHP_3162,Cust_880,27023,0.03,38,0.06
Ord_2046,Prod_6,SHP_2797,Cust_752,8092,0.09,10,0.36
Ord_2047,Prod_15,SHP_2798,Cust_770,781745,0.03,50,0.77
Ord_2047,Prod_8,SHP_4299,Cust_1146,327739,0.02,43,0.77
Ord_2048,Prod_15,SHP_3163,Cust_843,57098,0.05,2,0.55
Ord_2048,Prod_5,SHP_2799,Cust_696,6393,0.03,4,0.48
Ord_2049,Prod_12,SHP_2800,Cust_701,11096,0.08,46,0.39
Ord_205,Prod_10,SHP_280,Cust_103,604598,0.08,41,0.65
Ord_2050,Prod_11,SHP_2801,Cust_772,3075752,0.04,16,0.61
Ord_2050,Prod_6,SHP_4155,Cust_1121,2047,0.09,6,0.39
Ord_2051,Prod_8,SHP_2804,Cust_1637,171179,0.01,49,0.41
Ord_2051,Prod_12,SHP_2804,Cust_668,3824,0.02,11,0.36
Ord_2052,Prod_13,SHP_2805,Cust_706,8033,0.01,27,0.58
Ord_2053,Prod_5,SHP_2806,Cust_773,383224,0.09,43,0.74
Ord_2054,Prod_4,SHP_2808,Cust_754,6618457,0.01,40,0.59
Ord_2054,Prod_2,SHP_2808,Cust_828,219263,0.05,37,0.57
Ord_2055,Prod_4,SHP_2809,Cust_774,803267,0.06,15,0.56
Ord_2056,Prod_5,SHP_2810,Cust_721,2274,0.03,1,0.48
Ord_2057,Prod_13,SHP_2813,Cust_740,39035,0.05,34,0.55
Ord_2058,Prod_3,SHP_2814,Cust_775,77267,0,36,0.37
Ord_2059,Prod_11,SHP_2815,Cust_918,358772,0,47,0.69
Ord_2059,Prod_11,SHP_2815,Cust_776,187518,0.01,10,0.74
Ord_2059,Prod_6,SHP_4163,Cust_553,64655,0.05,13,0.37
